date,CO2_avg,CH4_avg,N2O_avg,CFC11_avg,CFC12_avg,CFC113_avg,SF6_avg
2020-04-01,422.3564588,,334.0992679,224.0872,498.6985529,68.34355556,10.4593625
2020-04-02,424.5839713,1992.104393,334.7183733,224.6281875,498.5685,68.60992632,10.398
2020-04-03,427.1423582,2011.125826,334.9476853,,498.8722889,68.41843333,10.52295
2020-04-04,422.1150863,1976.708435,334.3613389,223.86858,498.8973,68.41466,10.31029091
2020-04-05,421.671754,1970.309947,334.266332,223.90588,498.510825,68.1502,10.36644737
2020-04-06,422.9339419,1971.429677,334.1302995,224.19466,498.41564,68.021945,10.41897647
2020-04-07,421.7941928,1971.159825,333.910504,225.00734,498.9925313,68.53631875,10.40211667
2020-04-08,422.7916037,1973.682242,334.0686111,224.20469,498.70532,68.2571,10.40724
2020-04-09,424.006909,1979.409495,334.3591946,224.137075,498.5745,67.969675,10.4354
2020-04-10,424.9614655,1982.381723,335.0219973,224.416865,498.6079,68.057335,10.47674
2020-04-11,424.7618118,1976.694906,334.6558981,224.4489,498.5092579,68.228545,10.41276667
2020-04-12,426.7048969,1992.161994,335.2271703,224.62788,498.5032857,68.067985,
2020-04-13,423.5401493,1973.478965,334.7091737,224.3219471,498.8359,68.11958,10.418225
2020-04-14,426.5032954,1986.794802,334.9026596,224.50996,498.6058267,67.942925,10.48446
2020-04-15,425.3335105,1978.522077,335.1061247,,499.4502,,
2020-04-16,424.174244,1995.40027,334.9069825,224.4316143,498.4229375,67.89063333,
2020-04-17,421.6536794,1979.212462,334.4382915,224.9353714,498.6256333,68.11654545,
2020-04-18,426.146819,1982.004441,334.6047721,223.9546571,498.1203,68.27751111,
2020-04-19,426.465487,2006.481966,336.4651186,224.1079,498.3382667,68.27143,
2020-04-20,424.0169845,1981.71407,334.8755545,224.16635,498.0519368,68.299095,10.448825
2020-04-21,422.0108072,1960.887561,334.2611652,223.58102,497.6359,68.177035,10.43595789
2020-04-22,422.2733778,1965.41891,333.4765088,223.459295,497.606105,68.0581,10.43335263
2020-04-23,424.2483942,1975.445099,334.1651118,223.8937125,497.56302,68.00715,10.54004
